Kode Provinsi,Nama Provinsi,Komoditas,Tahun,Bulan,Harga
12, Sumatera Utara ,Bawang Merah,2025,April,"Rp40,424"
13, Sumatera Barat ,Bawang Merah,2025,April,"Rp37,294"
14, Riau ,Bawang Merah,2025,April,"Rp41,660"
15, Jambi ,Bawang Merah,2025,April,"Rp37,873"
16, Sumatera Selatan ,Bawang Merah,2025,April,"Rp46,744"
17, Bengkulu ,Bawang Merah,2025,April,"Rp45,932"
18, Lampung ,Bawang Merah,2025,April,"Rp45,321"
19, Kepulauan Bangka Belitung ,Bawang Merah,2025,April,"Rp56,710"
21, Kepulauan Riau ,Bawang Merah,2025,April,"Rp37,981"
31, DKI Jakarta ,Bawang Merah,2025,April,"Rp52,900"
32, Jawa Barat ,Bawang Merah,2025,April,"Rp47,772"
33, Jawa Tengah ,Bawang Merah,2025,April,"Rp47,419"
34, D.I Yogyakarta ,Bawang Merah,2025,April,"Rp45,257"
35, Jawa Timur ,Bawang Merah,2025,April,"Rp43,186"
36, Banten ,Bawang Merah,2025,April,"Rp49,705"
51, Bali ,Bawang Merah,2025,April,"Rp43,915"
52, Nusa Tenggara Barat ,Bawang Merah,2025,April,"Rp44,751"
53, Nusa Tenggara Timur ,Bawang Merah,2025,April,"Rp43,610"
61, Kalimantan Barat ,Bawang Merah,2025,April,"Rp40,118"
62, Kalimantan Tengah ,Bawang Merah,2025,April,"Rp44,779"
63, Kalimantan Selatan ,Bawang Merah,2025,April,"Rp41,600"
64, Kalimantan Timur ,Bawang Merah,2025,April,"Rp45,212"
65, Kalimantan Utara ,Bawang Merah,2025,April,"Rp49,351"
71, Sulawesi Utara ,Bawang Merah,2025,April,"Rp48,464"
72, Sulawesi Tengah ,Bawang Merah,2025,April,"Rp43,794"
73, Sulawesi Selatan ,Bawang Merah,2025,April,"Rp38,442"
74, Sulawesi Tenggara ,Bawang Merah,2025,April,"Rp44,785"
75, Gorontalo ,Bawang Merah,2025,April,"Rp44,476"
76, Sulawesi Barat ,Bawang Merah,2025,April,"Rp41,548"
81, Maluku ,Bawang Merah,2025,April,"Rp50,286"
82, Maluku Utara ,Bawang Merah,2025,April,"Rp55,403"
91, Papua ,Bawang Merah,2025,April,"Rp55,159"
92, Papua Barat ,Bawang Merah,2025,April,"Rp48,046"
93, Papua Selatan ,Bawang Merah,2025,April,"Rp49,000"
94, Papua Tengah ,Bawang Merah,2025,April,"Rp51,714"
95, Papua Pegunungan ,Bawang Merah,2025,April,"Rp70,000"
96, Papua Barat Daya ,Bawang Merah,2025,April,"Rp52,276"
11, Aceh ,Bawang Putih (Bonggol),2025,April,"Rp44,837"
12, Sumatera Utara ,Bawang Putih (Bonggol),2025,April,"Rp43,503"
13, Sumatera Barat ,Bawang Putih (Bonggol),2025,April,"Rp41,528"
14, Riau ,Bawang Putih (Bonggol),2025,April,"Rp42,448"
15, Jambi ,Bawang Putih (Bonggol),2025,April,"Rp41,640"
16, Sumatera Selatan ,Bawang Putih (Bonggol),2025,April,"Rp45,108"
17, Bengkulu ,Bawang Putih (Bonggol),2025,April,"Rp45,312"
18, Lampung ,Bawang Putih (Bonggol),2025,April,"Rp42,942"
19, Kepulauan Bangka Belitung ,Bawang Putih (Bonggol),2025,April,"Rp44,979"
21, Kepulauan Riau ,Bawang Putih (Bonggol),2025,April,"Rp37,149"
31, DKI Jakarta ,Bawang Putih (Bonggol),2025,April,"Rp47,797"
32, Jawa Barat ,Bawang Putih (Bonggol),2025,April,"Rp43,535"
33, Jawa Tengah ,Bawang Putih (Bonggol),2025,April,"Rp40,757"
34, D.I Yogyakarta ,Bawang Putih (Bonggol),2025,April,"Rp40,324"
35, Jawa Timur ,Bawang Putih (Bonggol),2025,April,"Rp39,358"
36, Banten ,Bawang Putih (Bonggol),2025,April,"Rp46,211"
51, Bali ,Bawang Putih (Bonggol),2025,April,"Rp40,506"
52, Nusa Tenggara Barat ,Bawang Putih (Bonggol),2025,April,"Rp42,783"
53, Nusa Tenggara Timur ,Bawang Putih (Bonggol),2025,April,"Rp49,611"
61, Kalimantan Barat ,Bawang Putih (Bonggol),2025,April,"Rp45,362"
62, Kalimantan Tengah ,Bawang Putih (Bonggol),2025,April,"Rp45,430"
63, Kalimantan Selatan ,Bawang Putih (Bonggol),2025,April,"Rp42,107"
64, Kalimantan Timur ,Bawang Putih (Bonggol),2025,April,"Rp45,439"
65, Kalimantan Utara ,Bawang Putih (Bonggol),2025,April,"Rp46,829"
71, Sulawesi Utara ,Bawang Putih (Bonggol),2025,April,"Rp51,241"
72, Sulawesi Tengah ,Bawang Putih (Bonggol),2025,April,"Rp49,532"
73, Sulawesi Selatan ,Bawang Putih (Bonggol),2025,April,"Rp44,179"
74, Sulawesi Tenggara ,Bawang Putih (Bonggol),2025,April,"Rp49,457"
75, Gorontalo ,Bawang Putih (Bonggol),2025,April,"Rp48,794"
76, Sulawesi Barat ,Bawang Putih (Bonggol),2025,April,"Rp45,002"
81, Maluku ,Bawang Putih (Bonggol),2025,April,"Rp51,168"
82, Maluku Utara ,Bawang Putih (Bonggol),2025,April,"Rp58,490"
91, Papua ,Bawang Putih (Bonggol),2025,April,"Rp56,565"
92, Papua Barat ,Bawang Putih (Bonggol),2025,April,"Rp52,238"
93, Papua Selatan ,Bawang Putih (Bonggol),2025,April,"Rp54,000"
94, Papua Tengah ,Bawang Putih (Bonggol),2025,April,"Rp54,619"
95, Papua Pegunungan ,Bawang Putih (Bonggol),2025,April,"Rp70,000"
96, Papua Barat Daya ,Bawang Putih (Bonggol),2025,April,"Rp54,357"
11, Aceh ,Cabai Merah Keriting,2025,April,"Rp54,461"
12, Sumatera Utara ,Cabai Merah Keriting,2025,April,"Rp49,396"
13, Sumatera Barat ,Cabai Merah Keriting,2025,April,"Rp58,993"
14, Riau ,Cabai Merah Keriting,2025,April,"Rp66,865"
15, Jambi ,Cabai Merah Keriting,2025,April,"Rp51,503"
16, Sumatera Selatan ,Cabai Merah Keriting,2025,April,"Rp54,800"
17, Bengkulu ,Cabai Merah Keriting,2025,April,"Rp50,857"
18, Lampung ,Cabai Merah Keriting,2025,April,"Rp50,682"
19, Kepulauan Bangka Belitung ,Cabai Merah Keriting,2025,April,"Rp69,720"
21, Kepulauan Riau ,Cabai Merah Keriting,2025,April,"Rp76,025"
31, DKI Jakarta ,Cabai Merah Keriting,2025,April,"Rp66,231"
32, Jawa Barat ,Cabai Merah Keriting,2025,April,"Rp55,301"
33, Jawa Tengah ,Cabai Merah Keriting,2025,April,"Rp51,456"
34, D.I Yogyakarta ,Cabai Merah Keriting,2025,April,"Rp53,747"
35, Jawa Timur ,Cabai Merah Keriting,2025,April,"Rp44,681"
36, Banten ,Cabai Merah Keriting,2025,April,"Rp60,521"
51, Bali ,Cabai Merah Keriting,2025,April,"Rp53,647"
52, Nusa Tenggara Barat ,Cabai Merah Keriting,2025,April,"Rp65,955"
53, Nusa Tenggara Timur ,Cabai Merah Keriting,2025,April,"Rp63,234"
61, Kalimantan Barat ,Cabai Merah Keriting,2025,April,"Rp85,917"
62, Kalimantan Tengah ,Cabai Merah Keriting,2025,April,"Rp91,059"
63, Kalimantan Selatan ,Cabai Merah Keriting,2025,April,"Rp76,139"
64, Kalimantan Timur ,Cabai Merah Keriting,2025,April,"Rp66,161"
65, Kalimantan Utara ,Cabai Merah Keriting,2025,April,"Rp78,634"
71, Sulawesi Utara ,Cabai Merah Keriting,2025,April,"Rp53,420"
72, Sulawesi Tengah ,Cabai Merah Keriting,2025,April,"Rp53,018"
73, Sulawesi Selatan ,Cabai Merah Keriting,2025,April,"Rp40,710"
74, Sulawesi Tenggara ,Cabai Merah Keriting,2025,April,"Rp62,238"
75, Gorontalo ,Cabai Merah Keriting,2025,April,"Rp61,410"
76, Sulawesi Barat ,Cabai Merah Keriting,2025,April,"Rp45,416"
81, Maluku ,Cabai Merah Keriting,2025,April,"Rp71,801"
82, Maluku Utara ,Cabai Merah Keriting,2025,April,"Rp63,815"
91, Papua ,Cabai Merah Keriting,2025,April,"Rp64,327"
92, Papua Barat ,Cabai Merah Keriting,2025,April,"Rp60,424"
93, Papua Selatan ,Cabai Merah Keriting,2025,April,"Rp56,000"
94, Papua Tengah ,Cabai Merah Keriting,2025,April,"Rp73,742"
95, Papua Pegunungan ,Cabai Merah Keriting,2025,April,"Rp92,000"
96, Papua Barat Daya ,Cabai Merah Keriting,2025,April,"Rp72,907"
11, Aceh ,Cabai Rawit Merah,2025,April,"Rp51,418"
12, Sumatera Utara ,Cabai Rawit Merah,2025,April,"Rp52,920"
13, Sumatera Barat ,Cabai Rawit Merah,2025,April,"Rp56,079"
14, Riau ,Cabai Rawit Merah,2025,April,"Rp73,850"
15, Jambi ,Cabai Rawit Merah,2025,April,"Rp74,434"
16, Sumatera Selatan ,Cabai Rawit Merah,2025,April,"Rp69,119"
17, Bengkulu ,Cabai Rawit Merah,2025,April,"Rp64,426"
18, Lampung ,Cabai Rawit Merah,2025,April,"Rp58,648"
19, Kepulauan Bangka Belitung ,Cabai Rawit Merah,2025,April,"Rp103,872"
21, Kepulauan Riau ,Cabai Rawit Merah,2025,April,"Rp88,555"
31, DKI Jakarta ,Cabai Rawit Merah,2025,April,"Rp90,499"
32, Jawa Barat ,Cabai Rawit Merah,2025,April,"Rp79,711"
33, Jawa Tengah ,Cabai Rawit Merah,2025,April,"Rp72,812"
34, D.I Yogyakarta ,Cabai Rawit Merah,2025,April,"Rp73,533"
35, Jawa Timur ,Cabai Rawit Merah,2025,April,"Rp63,250"
36, Banten ,Cabai Rawit Merah,2025,April,"Rp77,931"
51, Bali ,Cabai Rawit Merah,2025,April,"Rp70,834"
52, Nusa Tenggara Barat ,Cabai Rawit Merah,2025,April,"Rp97,812"
53, Nusa Tenggara Timur ,Cabai Rawit Merah,2025,April,"Rp80,777"
61, Kalimantan Barat ,Cabai Rawit Merah,2025,April,"Rp109,080"
62, Kalimantan Tengah ,Cabai Rawit Merah,2025,April,"Rp110,280"
63, Kalimantan Selatan ,Cabai Rawit Merah,2025,April,"Rp93,783"
64, Kalimantan Timur ,Cabai Rawit Merah,2025,April,"Rp88,446"
65, Kalimantan Utara ,Cabai Rawit Merah,2025,April,"Rp100,665"
71, Sulawesi Utara ,Cabai Rawit Merah,2025,April,"Rp87,516"
72, Sulawesi Tengah ,Cabai Rawit Merah,2025,April,"Rp69,040"
73, Sulawesi Selatan ,Cabai Rawit Merah,2025,April,"Rp62,435"
74, Sulawesi Tenggara ,Cabai Rawit Merah,2025,April,"Rp70,308"
75, Gorontalo ,Cabai Rawit Merah,2025,April,"Rp82,483"
76, Sulawesi Barat ,Cabai Rawit Merah,2025,April,"Rp63,211"
81, Maluku ,Cabai Rawit Merah,2025,April,"Rp84,888"
82, Maluku Utara ,Cabai Rawit Merah,2025,April,"Rp93,928"
91, Papua ,Cabai Rawit Merah,2025,April,"Rp73,007"
92, Papua Barat ,Cabai Rawit Merah,2025,April,"Rp69,087"
93, Papua Selatan ,Cabai Rawit Merah,2025,April,"Rp94,000"
94, Papua Tengah ,Cabai Rawit Merah,2025,April,"Rp105,467"
95, Papua Pegunungan ,Cabai Rawit Merah,2025,April,"Rp112,500"
96, Papua Barat Daya ,Cabai Rawit Merah,2025,April,"Rp86,243"
11, Aceh ,Daging Sapi Murni,2025,April,"Rp152,199"
12, Sumatera Utara ,Daging Sapi Murni,2025,April,"Rp129,978"
13, Sumatera Barat ,Daging Sapi Murni,2025,April,"Rp144,202"
14, Riau ,Daging Sapi Murni,2025,April,"Rp147,773"
15, Jambi ,Daging Sapi Murni,2025,April,"Rp135,092"
16, Sumatera Selatan ,Daging Sapi Murni,2025,April,"Rp136,353"
17, Bengkulu ,Daging Sapi Murni,2025,April,"Rp135,167"
18, Lampung ,Daging Sapi Murni,2025,April,"Rp134,943"
19, Kepulauan Bangka Belitung ,Daging Sapi Murni,2025,April,"Rp140,870"
21, Kepulauan Riau ,Daging Sapi Murni,2025,April,"Rp158,981"
31, DKI Jakarta ,Daging Sapi Murni,2025,April,"Rp133,650"
32, Jawa Barat ,Daging Sapi Murni,2025,April,"Rp135,049"
33, Jawa Tengah ,Daging Sapi Murni,2025,April,"Rp133,135"
34, D.I Yogyakarta ,Daging Sapi Murni,2025,April,"Rp134,932"
35, Jawa Timur ,Daging Sapi Murni,2025,April,"Rp120,070"
36, Banten ,Daging Sapi Murni,2025,April,"Rp135,821"
51, Bali ,Daging Sapi Murni,2025,April,"Rp119,343"
52, Nusa Tenggara Barat ,Daging Sapi Murni,2025,April,"Rp122,577"
53, Nusa Tenggara Timur ,Daging Sapi Murni,2025,April,"Rp113,629"
61, Kalimantan Barat ,Daging Sapi Murni,2025,April,"Rp155,006"
62, Kalimantan Tengah ,Daging Sapi Murni,2025,April,"Rp156,849"
63, Kalimantan Selatan ,Daging Sapi Murni,2025,April,"Rp156,974"
64, Kalimantan Timur ,Daging Sapi Murni,2025,April,"Rp156,761"
65, Kalimantan Utara ,Daging Sapi Murni,2025,April,"Rp167,826"
71, Sulawesi Utara ,Daging Sapi Murni,2025,April,"Rp132,389"
72, Sulawesi Tengah ,Daging Sapi Murni,2025,April,"Rp136,382"
73, Sulawesi Selatan ,Daging Sapi Murni,2025,April,"Rp124,747"
74, Sulawesi Tenggara ,Daging Sapi Murni,2025,April,"Rp136,478"
75, Gorontalo ,Daging Sapi Murni,2025,April,"Rp136,378"
76, Sulawesi Barat ,Daging Sapi Murni,2025,April,"Rp129,377"
81, Maluku ,Daging Sapi Murni,2025,April,"Rp122,663"
82, Maluku Utara ,Daging Sapi Murni,2025,April,"Rp136,961"
91, Papua ,Daging Sapi Murni,2025,April,"Rp148,413"
92, Papua Barat ,Daging Sapi Murni,2025,April,"Rp125,296"
93, Papua Selatan ,Daging Sapi Murni,2025,April,"Rp142,000"
94, Papua Tengah ,Daging Sapi Murni,2025,April,"Rp158,312"
95, Papua Pegunungan ,Daging Sapi Murni,2025,April,"Rp123,000"
96, Papua Barat Daya ,Daging Sapi Murni,2025,April,"Rp154,286"
11, Aceh ,Daging Ayam Ras,2025,April,"Rp29,816"
12, Sumatera Utara ,Daging Ayam Ras,2025,April,"Rp32,775"
13, Sumatera Barat ,Daging Ayam Ras,2025,April,"Rp35,234"
14, Riau ,Daging Ayam Ras,2025,April,"Rp32,546"
15, Jambi ,Daging Ayam Ras,2025,April,"Rp33,122"
16, Sumatera Selatan ,Daging Ayam Ras,2025,April,"Rp30,832"
17, Bengkulu ,Daging Ayam Ras,2025,April,"Rp32,638"
18, Lampung ,Daging Ayam Ras,2025,April,"Rp35,175"
19, Kepulauan Bangka Belitung ,Daging Ayam Ras,2025,April,"Rp33,155"
21, Kepulauan Riau ,Daging Ayam Ras,2025,April,"Rp40,541"
31, DKI Jakarta ,Daging Ayam Ras,2025,April,"Rp37,463"
32, Jawa Barat ,Daging Ayam Ras,2025,April,"Rp34,873"
33, Jawa Tengah ,Daging Ayam Ras,2025,April,"Rp34,470"
34, D.I Yogyakarta ,Daging Ayam Ras,2025,April,"Rp31,020"
35, Jawa Timur ,Daging Ayam Ras,2025,April,"Rp32,278"
36, Banten ,Daging Ayam Ras,2025,April,"Rp36,371"
51, Bali ,Daging Ayam Ras,2025,April,"Rp38,121"
52, Nusa Tenggara Barat ,Daging Ayam Ras,2025,April,"Rp36,874"
53, Nusa Tenggara Timur ,Daging Ayam Ras,2025,April,"Rp42,859"
61, Kalimantan Barat ,Daging Ayam Ras,2025,April,"Rp40,528"
62, Kalimantan Tengah ,Daging Ayam Ras,2025,April,"Rp39,436"
63, Kalimantan Selatan ,Daging Ayam Ras,2025,April,"Rp34,103"
64, Kalimantan Timur ,Daging Ayam Ras,2025,April,"Rp38,864"
65, Kalimantan Utara ,Daging Ayam Ras,2025,April,"Rp47,364"
71, Sulawesi Utara ,Daging Ayam Ras,2025,April,"Rp37,516"
72, Sulawesi Tengah ,Daging Ayam Ras,2025,April,"Rp35,844"
73, Sulawesi Selatan ,Daging Ayam Ras,2025,April,"Rp29,225"
74, Sulawesi Tenggara ,Daging Ayam Ras,2025,April,"Rp33,668"
75, Gorontalo ,Daging Ayam Ras,2025,April,"Rp35,680"
76, Sulawesi Barat ,Daging Ayam Ras,2025,April,"Rp32,708"
81, Maluku ,Daging Ayam Ras,2025,April,"Rp45,501"
82, Maluku Utara ,Daging Ayam Ras,2025,April,"Rp46,033"
91, Papua ,Daging Ayam Ras,2025,April,"Rp42,319"
92, Papua Barat ,Daging Ayam Ras,2025,April,"Rp47,033"
93, Papua Selatan ,Daging Ayam Ras,2025,April,"Rp41,000"
94, Papua Tengah ,Daging Ayam Ras,2025,April,"Rp43,891"
95, Papua Pegunungan ,Daging Ayam Ras,2025,April,"Rp66,000"
96, Papua Barat Daya ,Daging Ayam Ras,2025,April,"Rp44,723"
11, Aceh ,Telur Ayam Ras,2025,April,"Rp25,664"
12, Sumatera Utara ,Telur Ayam Ras,2025,April,"Rp27,928"
13, Sumatera Barat ,Telur Ayam Ras,2025,April,"Rp29,214"
14, Riau ,Telur Ayam Ras,2025,April,"Rp27,763"
15, Jambi ,Telur Ayam Ras,2025,April,"Rp27,766"
16, Sumatera Selatan ,Telur Ayam Ras,2025,April,"Rp27,163"
17, Bengkulu ,Telur Ayam Ras,2025,April,"Rp27,413"
18, Lampung ,Telur Ayam Ras,2025,April,"Rp28,055"
19, Kepulauan Bangka Belitung ,Telur Ayam Ras,2025,April,"Rp31,366"
21, Kepulauan Riau ,Telur Ayam Ras,2025,April,"Rp30,632"
31, DKI Jakarta ,Telur Ayam Ras,2025,April,"Rp27,571"
32, Jawa Barat ,Telur Ayam Ras,2025,April,"Rp27,060"
33, Jawa Tengah ,Telur Ayam Ras,2025,April,"Rp26,533"
34, D.I Yogyakarta ,Telur Ayam Ras,2025,April,"Rp26,679"
35, Jawa Timur ,Telur Ayam Ras,2025,April,"Rp25,607"
36, Banten ,Telur Ayam Ras,2025,April,"Rp26,796"
51, Bali ,Telur Ayam Ras,2025,April,"Rp27,284"
52, Nusa Tenggara Barat ,Telur Ayam Ras,2025,April,"Rp31,034"
53, Nusa Tenggara Timur ,Telur Ayam Ras,2025,April,"Rp31,539"
61, Kalimantan Barat ,Telur Ayam Ras,2025,April,"Rp31,862"
62, Kalimantan Tengah ,Telur Ayam Ras,2025,April,"Rp31,745"
63, Kalimantan Selatan ,Telur Ayam Ras,2025,April,"Rp29,685"
64, Kalimantan Timur ,Telur Ayam Ras,2025,April,"Rp33,098"
65, Kalimantan Utara ,Telur Ayam Ras,2025,April,"Rp35,104"
71, Sulawesi Utara ,Telur Ayam Ras,2025,April,"Rp31,565"
72, Sulawesi Tengah ,Telur Ayam Ras,2025,April,"Rp30,176"
73, Sulawesi Selatan ,Telur Ayam Ras,2025,April,"Rp26,790"
74, Sulawesi Tenggara ,Telur Ayam Ras,2025,April,"Rp29,678"
75, Gorontalo ,Telur Ayam Ras,2025,April,"Rp34,488"
76, Sulawesi Barat ,Telur Ayam Ras,2025,April,"Rp28,743"
81, Maluku ,Telur Ayam Ras,2025,April,"Rp36,257"
82, Maluku Utara ,Telur Ayam Ras,2025,April,"Rp36,248"
91, Papua ,Telur Ayam Ras,2025,April,"Rp36,283"
92, Papua Barat ,Telur Ayam Ras,2025,April,"Rp38,270"
93, Papua Selatan ,Telur Ayam Ras,2025,April,"Rp41,000"
94, Papua Tengah ,Telur Ayam Ras,2025,April,"Rp37,502"
95, Papua Pegunungan ,Telur Ayam Ras,2025,April,"Rp73,000"
96, Papua Barat Daya ,Telur Ayam Ras,2025,April,"Rp33,896"
11, Aceh ,Gula Pasir Lokal/Curah,2025,April,"Rp19,053"
12, Sumatera Utara ,Gula Pasir Lokal/Curah,2025,April,"Rp18,800"
13, Sumatera Barat ,Gula Pasir Lokal/Curah,2025,April,"Rp18,800"
14, Riau ,Gula Pasir Lokal/Curah,2025,April,"Rp18,322"
15, Jambi ,Gula Pasir Lokal/Curah,2025,April,"Rp18,113"
16, Sumatera Selatan ,Gula Pasir Lokal/Curah,2025,April,"Rp18,050"
17, Bengkulu ,Gula Pasir Lokal/Curah,2025,April,"Rp18,514"
18, Lampung ,Gula Pasir Lokal/Curah,2025,April,"Rp18,072"
19, Kepulauan Bangka Belitung ,Gula Pasir Lokal/Curah,2025,April,"Rp18,230"
21, Kepulauan Riau ,Gula Pasir Lokal/Curah,2025,April,"Rp16,550"
31, DKI Jakarta ,Gula Pasir Lokal/Curah,2025,April,"Rp18,355"
32, Jawa Barat ,Gula Pasir Lokal/Curah,2025,April,"Rp18,182"
33, Jawa Tengah ,Gula Pasir Lokal/Curah,2025,April,"Rp17,666"
34, D.I Yogyakarta ,Gula Pasir Lokal/Curah,2025,April,"Rp17,840"
35, Jawa Timur ,Gula Pasir Lokal/Curah,2025,April,"Rp17,455"
36, Banten ,Gula Pasir Lokal/Curah,2025,April,"Rp18,166"
51, Bali ,Gula Pasir Lokal/Curah,2025,April,"Rp17,900"
52, Nusa Tenggara Barat ,Gula Pasir Lokal/Curah,2025,April,"Rp18,353"
53, Nusa Tenggara Timur ,Gula Pasir Lokal/Curah,2025,April,"Rp19,024"
61, Kalimantan Barat ,Gula Pasir Lokal/Curah,2025,April,"Rp18,529"
62, Kalimantan Tengah ,Gula Pasir Lokal/Curah,2025,April,"Rp18,667"
63, Kalimantan Selatan ,Gula Pasir Lokal/Curah,2025,April,"Rp18,081"
64, Kalimantan Timur ,Gula Pasir Lokal/Curah,2025,April,"Rp19,429"
65, Kalimantan Utara ,Gula Pasir Lokal/Curah,2025,April,"Rp18,654"
71, Sulawesi Utara ,Gula Pasir Lokal/Curah,2025,April,"Rp19,403"
72, Sulawesi Tengah ,Gula Pasir Lokal/Curah,2025,April,"Rp19,558"
73, Sulawesi Selatan ,Gula Pasir Lokal/Curah,2025,April,"Rp18,401"
74, Sulawesi Tenggara ,Gula Pasir Lokal/Curah,2025,April,"Rp19,382"
75, Gorontalo ,Gula Pasir Lokal/Curah,2025,April,"Rp19,615"
76, Sulawesi Barat ,Gula Pasir Lokal/Curah,2025,April,"Rp18,905"
81, Maluku ,Gula Pasir Lokal/Curah,2025,April,"Rp19,988"
82, Maluku Utara ,Gula Pasir Lokal/Curah,2025,April,"Rp20,480"
91, Papua ,Gula Pasir Lokal/Curah,2025,April,"Rp20,114"
92, Papua Barat ,Gula Pasir Lokal/Curah,2025,April,"Rp20,122"
93, Papua Selatan ,Gula Pasir Lokal/Curah,2025,April,"Rp21,000"
94, Papua Tengah ,Gula Pasir Lokal/Curah,2025,April,"Rp20,090"
95, Papua Pegunungan ,Gula Pasir Lokal/Curah,2025,April,"Rp30,000"
96, Papua Barat Daya ,Gula Pasir Lokal/Curah,2025,April,"Rp19,495"
11, Aceh ,Minyak Goreng Kemasan,2025,April,"Rp21,739"
12, Sumatera Utara ,Minyak Goreng Kemasan,2025,April,"Rp21,119"
13, Sumatera Barat ,Minyak Goreng Kemasan,2025,April,"Rp19,854"
14, Riau ,Minyak Goreng Kemasan,2025,April,"Rp19,594"
15, Jambi ,Minyak Goreng Kemasan,2025,April,"Rp18,808"
16, Sumatera Selatan ,Minyak Goreng Kemasan,2025,April,"Rp19,895"
17, Bengkulu ,Minyak Goreng Kemasan,2025,April,"Rp20,212"
18, Lampung ,Minyak Goreng Kemasan,2025,April,"Rp19,401"
19, Kepulauan Bangka Belitung ,Minyak Goreng Kemasan,2025,April,"Rp19,838"
21, Kepulauan Riau ,Minyak Goreng Kemasan,2025,April,"Rp19,843"
31, DKI Jakarta ,Minyak Goreng Kemasan,2025,April,"Rp20,704"
32, Jawa Barat ,Minyak Goreng Kemasan,2025,April,"Rp19,881"
33, Jawa Tengah ,Minyak Goreng Kemasan,2025,April,"Rp19,593"
34, D.I Yogyakarta ,Minyak Goreng Kemasan,2025,April,"Rp19,515"
35, Jawa Timur ,Minyak Goreng Kemasan,2025,April,"Rp19,798"
36, Banten ,Minyak Goreng Kemasan,2025,April,"Rp19,436"
51, Bali ,Minyak Goreng Kemasan,2025,April,"Rp19,142"
52, Nusa Tenggara Barat ,Minyak Goreng Kemasan,2025,April,"Rp21,294"
53, Nusa Tenggara Timur ,Minyak Goreng Kemasan,2025,April,"Rp21,789"
61, Kalimantan Barat ,Minyak Goreng Kemasan,2025,April,"Rp21,229"
62, Kalimantan Tengah ,Minyak Goreng Kemasan,2025,April,"Rp20,689"
63, Kalimantan Selatan ,Minyak Goreng Kemasan,2025,April,"Rp19,778"
64, Kalimantan Timur ,Minyak Goreng Kemasan,2025,April,"Rp21,967"
65, Kalimantan Utara ,Minyak Goreng Kemasan,2025,April,"Rp21,575"
71, Sulawesi Utara ,Minyak Goreng Kemasan,2025,April,"Rp21,772"
72, Sulawesi Tengah ,Minyak Goreng Kemasan,2025,April,"Rp21,142"
73, Sulawesi Selatan ,Minyak Goreng Kemasan,2025,April,"Rp20,509"
74, Sulawesi Tenggara ,Minyak Goreng Kemasan,2025,April,"Rp21,681"
75, Gorontalo ,Minyak Goreng Kemasan,2025,April,"Rp21,068"
76, Sulawesi Barat ,Minyak Goreng Kemasan,2025,April,"Rp20,865"
81, Maluku ,Minyak Goreng Kemasan,2025,April,"Rp22,292"
82, Maluku Utara ,Minyak Goreng Kemasan,2025,April,"Rp24,633"
91, Papua ,Minyak Goreng Kemasan,2025,April,"Rp21,455"
92, Papua Barat ,Minyak Goreng Kemasan,2025,April,"Rp27,883"
93, Papua Selatan ,Minyak Goreng Kemasan,2025,April,"Rp22,400"
94, Papua Tengah ,Minyak Goreng Kemasan,2025,April,"Rp25,114"
95, Papua Pegunungan ,Minyak Goreng Kemasan,2025,April,"Rp44,000"
96, Papua Barat Daya ,Minyak Goreng Kemasan,2025,April,"Rp22,811"
11, Aceh ,Minyak Goreng Curah,2025,April,"Rp16,541"
12, Sumatera Utara ,Minyak Goreng Curah,2025,April,"Rp19,053"
13, Sumatera Barat ,Minyak Goreng Curah,2025,April,"Rp16,526"
14, Riau ,Minyak Goreng Curah,2025,April,"Rp19,351"
15, Jambi ,Minyak Goreng Curah,2025,April,"Rp17,418"
16, Sumatera Selatan ,Minyak Goreng Curah,2025,April,"Rp16,160"
17, Bengkulu ,Minyak Goreng Curah,2025,April,"Rp15,040"
18, Lampung ,Minyak Goreng Curah,2025,April,"Rp18,301"
19, Kepulauan Bangka Belitung ,Minyak Goreng Curah,2025,April,
21, Kepulauan Riau ,Minyak Goreng Curah,2025,April,"Rp20,000"
31, DKI Jakarta ,Minyak Goreng Curah,2025,April,"Rp18,705"
32, Jawa Barat ,Minyak Goreng Curah,2025,April,"Rp19,018"
33, Jawa Tengah ,Minyak Goreng Curah,2025,April,"Rp17,964"
34, D.I Yogyakarta ,Minyak Goreng Curah,2025,April,"Rp17,414"
35, Jawa Timur ,Minyak Goreng Curah,2025,April,"Rp18,194"
36, Banten ,Minyak Goreng Curah,2025,April,"Rp17,016"
51, Bali ,Minyak Goreng Curah,2025,April,"Rp19,714"
52, Nusa Tenggara Barat ,Minyak Goreng Curah,2025,April,"Rp18,568"
53, Nusa Tenggara Timur ,Minyak Goreng Curah,2025,April,"Rp17,952"
61, Kalimantan Barat ,Minyak Goreng Curah,2025,April,"Rp18,151"
62, Kalimantan Tengah ,Minyak Goreng Curah,2025,April,"Rp16,357"
63, Kalimantan Selatan ,Minyak Goreng Curah,2025,April,"Rp16,783"
64, Kalimantan Timur ,Minyak Goreng Curah,2025,April,"Rp17,512"
65, Kalimantan Utara ,Minyak Goreng Curah,2025,April,
71, Sulawesi Utara ,Minyak Goreng Curah,2025,April,"Rp18,911"
72, Sulawesi Tengah ,Minyak Goreng Curah,2025,April,"Rp17,590"
73, Sulawesi Selatan ,Minyak Goreng Curah,2025,April,"Rp17,014"
74, Sulawesi Tenggara ,Minyak Goreng Curah,2025,April,"Rp17,623"
